genome,species,representative,genome_is_representative,database,genome_type,species_name,source
GCF_027160215.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_004361185.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_002892385.1,240891,SRR17284223.mbin.1,0,shared,isolate,Lactobacillus iners,FRT
SRR13900346.sbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_000301135.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
SRR16471030.sbin.2,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR13167729.mbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_027160525.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_027161125.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_000162315.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_001541585.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
MG245.sbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_027160555.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
P10709259.mbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR12830912.mbin.11,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG31.mbin.15,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709972.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898000.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG336.mbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_027153325.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_027153355.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_027153305.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_004361385.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_003795065.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_000155935.2,611554,GCF_000439915.2,0,shared,isolate,Lactobacillus gasseri,FRT
SRR16471003.mbin.1,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_004361545.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
MG255.mbin.11,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709792.mbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_004361345.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_000149065.1,240891,SRR17284223.mbin.1,0,shared,isolate,Lactobacillus iners,FRT
GCF_000177415.1,611554,GCF_000439915.2,0,shared,isolate,Lactobacillus gasseri,FRT
GCF_001541505.1,988598,GCF_000162255.1,0,shared,isolate,Lactobacillus crispatus,FRT
GCF_000149085.1,240891,SRR17284223.mbin.1,0,shared,isolate,Lactobacillus iners,FRT
GCF_021278925.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1324.mbin.23,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR13167627.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG561.mbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709358.mbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR4705195.mbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_000155915.2,571325,GCF_027155795.1,0,shared,isolate,Lactobacillus jensenii,FRT
MG845.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421552.mbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17284183.sbin.2,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10710408.mbin.2,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10708885.sbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10710181.mbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897616.sbin.4,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897943.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_027161085.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG356.mbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
GCF_001049775.1,619501,GCF_001562845.1,0,shared,isolate,Fannyhessea vaginae,FRT
GCF_010748955.1,240891,SRR17284223.mbin.1,0,shared,isolate,Lactobacillus iners,FRT
SRR18765387.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
GCF_000149105.1,240891,SRR17284223.mbin.1,0,shared,isolate,Lactobacillus iners,FRT
GCF_015708105.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
GCF_016162185.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG836.mbin.16,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17284232.mbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709480.mbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR10258555.mbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR14117791.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421600.sbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG632.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00084571.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018916.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG699.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17284168.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1141.mbin.6,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR6748000.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG728.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167625.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635734.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG194.mbin.12,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG358.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG413.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16470970.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897761.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG46.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG529.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG555.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG819.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG820.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR11749278.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635721.mbin.3,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG821.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG887.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709731.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00072765.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018927.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897779.mbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018918.sbin.1,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG135.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG397.sbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG538.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG79.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG868.mbin.18,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709439.mbin.10,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00148560.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421590.sbin.1,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17635720.mbin.3,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG505.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG409.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG684.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG688.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258545.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018796.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1187.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG407.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG883.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709014.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167501.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167532.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167695.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17284217.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635733.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG58.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG884.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00037329.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16471015.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16471072.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916887.sbin.6,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17635589.mbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG1116.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1195.mbin.27,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1431.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG57.mbin.15,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG721.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG943.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00039753.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR21425793.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1128.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1189.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG639.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG664.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG910.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10708746.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00067344.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00142464.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167579.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167631.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167728.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635742.sbin.9,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17635744.sbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17635746.sbin.7,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR2244544.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1136.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG490.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG614.mbin.17,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00142682.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916864.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635735.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635481.mbin.23,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG20.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG534.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916865.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR18765406.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748012.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635712.mbin.6,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR10897724.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897768.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1155.sbin.14,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1190.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1191.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG404.mbin.12,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG408.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG430.mbin.10,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG53.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG584.mbin.13,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG967.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00083406.sbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635592.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635618.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421583.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1082.sbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1126.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG119.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1270.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG696.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG714.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00142174.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12830914.sbin.21,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916878.mbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748065.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748072.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR2244503.sbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1107.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1184.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG384.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG653.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG927.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00036443.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00094602.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167500.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635467.sbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635625.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635626.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748103.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR11749267.sbin.4,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG1164.sbin.33,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG127.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1328.sbin.12,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1359.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG487.mbin.21,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG582.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG592.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG7.mbin.13,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG705.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16470977.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16470991.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17284336.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG170.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG245.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG432.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG941.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10708860.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635525.mbin.23,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748132.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635483.mbin.8,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR10897956.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1158.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1192.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1253.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1342.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG298.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG363.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG429.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG482.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG550.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG90.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10708884.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709436.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709460.sbin.18,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018842.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916862.mbin.17,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1165.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1392.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG568.mbin.30,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG724.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG894.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG988.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00075307.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167617.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898162.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG12.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1508.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG225.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG326.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG401.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG406.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG864.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG908.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258562.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258566.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916866.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635526.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897868.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG125.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1343.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG241.sbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG308.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG33.mbin.12,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG56.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG627.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12830910.mbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12830920.mbin.12,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748014.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635625.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
